BS, S:23,
0.24, 5.83
0.21, 5.84
0.23, 5.84
0.18, 5.77
0.20, 5.76
0.17, 5.84
0.17, 5.86
0.17, 5.84
0.21, 5.84
0.18, 5.84
0.15, 5.84
0.18, 5.86
0.12, 5.84
0.16, 5.79
0.17, 5.86
BE
BS, S:24,
0.20, 5.84
39.06, 6.68
37.53, 8.52
36.57, 10.16
36.07, 9.98
36.46, 10.21
35.09, 10.10
34.62, 10.39
34.43, 10.38
33.49, 10.38
32.61, 10.59
33.05, 10.75
32.28, 10.94
31.69, 11.01
31.21, 11.40
30.41, 11.29
30.30, 11.55
29.85, 11.57
29.33, 11.78
28.15, 11.87
28.03, 11.99
27.77, 12.13
26.86, 12.25
26.64, 12.40
25.59, 12.39
25.78, 12.63
25.18, 12.66
24.50, 12.83
23.97, 12.85
23.55, 13.03
23.55, 13.18
22.89, 13.26
22.21, 13.37
22.00, 13.44
21.25, 13.51
20.35, 13.54
20.17, 13.73
19.47, 13.76
19.03, 13.85
18.29, 13.95
17.84, 13.97
17.39, 14.08
17.01, 14.10
16.69, 14.31
16.32, 14.31
15.46, 14.35
14.95, 14.40
14.64, 14.47
14.28, 14.57
13.63, 14.59
12.97, 14.66
12.42, 14.68
12.51, 14.78
11.57, 14.88
11.05, 14.88
10.48, 14.89
10.00, 14.93
9.43, 15.06
9.03, 15.01
8.41, 15.03
7.97, 15.04
7.57, 15.07
6.94, 15.10
6.43, 15.12
6.10, 15.11
5.48, 15.13
5.06, 15.25
4.47, 15.21
4.06, 15.23
-15.52, 15.15
-40.63, 13.96
-47.17, 11.10
-49.54, 9.26
-50.66, 8.60
-51.95, 8.32
-49.65, 8.16
-49.24, 8.00
-48.30, 7.87
-47.26, 7.78
-44.87, 7.68
-43.87, 7.56
-43.15, 7.46
-42.96, 7.44
-42.32, 7.33
-39.35, 7.16
-37.53, 7.12
-36.91, 7.10
-35.94, 6.98
-34.56, 6.95
-32.40, 6.95
-32.60, 6.84
-30.91, 6.84
-30.32, 6.67
-28.44, 6.62
-26.59, 6.58
-27.06, 6.59
-25.28, 6.47
-23.98, 6.44
-22.78, 6.41
-22.09, 6.35
-21.04, 6.29
-20.35, 6.28
-18.52, 6.24
-17.55, 6.18
-17.00, 6.14
-16.32, 6.04
-14.87, 6.01
-14.09, 5.99
-13.41, 5.98
-12.31, 5.98
-11.98, 5.87
-11.07, 5.86
-10.56, 5.78
-9.76, 5.76
-8.97, 5.76
-7.77, 5.76
-6.85, 5.77
-6.44, 5.78
-5.55, 5.69
-5.02, 5.68
-4.74, 5.73
-4.15, 5.67
-3.41, 5.74
-3.22, 5.67
-2.43, 5.65
-1.68, 5.67
-1.10, 5.69
-0.58, 5.67
-0.17, 5.67
0.13, 5.67
0.25, 5.73
0.37, 5.68
0.38, 5.67
0.36, 5.67
0.35, 5.67
0.37, 5.67
0.36, 5.69
0.41, 5.73
0.39, 5.70
0.37, 5.70
0.38, 5.67
0.39, 5.68
0.35, 5.76
0.35, 5.81
0.34, 5.69
0.34, 5.70
0.37, 5.75
0.35, 5.76
0.29, 5.77
0.33, 5.81
0.36, 5.76
0.37, 5.77
0.31, 5.76
0.31, 5.77
0.29, 5.76
0.33, 5.81
0.31, 5.76
0.30, 5.78
0.25, 5.76
0.32, 5.76
0.29, 5.76
0.27, 5.78
0.26, 5.84
0.26, 5.76
0.27, 5.76
0.26, 5.76
0.27, 5.83
0.18, 5.84
0.19, 5.76
0.22, 5.77
0.19, 5.76
0.21, 5.84
0.19, 5.84
0.22, 5.78
0.19, 5.85
0.21, 5.84
0.17, 5.84
0.17, 5.84
0.13, 5.76
0.21, 5.84
0.14, 5.84
0.17, 5.84
0.16, 5.84
0.18, 5.90
0.12, 5.84
0.16, 5.84
0.16, 5.84
0.12, 5.84
BE
BS, S:25,
0.14, 5.90
37.29, 6.73
37.11, 8.47
36.76, 10.00
35.89, 9.91
34.53, 10.16
34.74, 10.01
34.97, 10.25
33.79, 10.31
33.11, 10.45
32.97, 10.55
32.51, 10.68
32.13, 11.00
31.13, 10.96
31.69, 11.24
30.97, 11.34
30.03, 11.53
29.69, 11.51
28.96, 11.72
28.70, 11.85
28.35, 11.90
27.59, 12.08
27.26, 12.25
26.61, 12.34
26.18, 12.44
25.88, 12.55
25.18, 12.66
24.67, 12.88
23.98, 12.99
23.42, 13.03
22.84, 13.06
22.73, 13.22
22.11, 13.33
21.23, 13.37
20.94, 13.44
20.53, 13.54
19.22, 13.68
19.53, 13.77
18.91, 13.86
18.76, 13.94
18.16, 13.94
17.73, 14.11
16.72, 14.08
16.37, 14.26
16.21, 14.31
15.72, 14.36
15.02, 14.46
14.59, 14.46
13.92, 14.56
13.49, 14.57
13.01, 14.72
12.71, 14.67
11.89, 14.71
11.59, 14.80
11.05, 14.80
10.76, 14.96
10.11, 14.90
9.45, 14.94
9.09, 14.93
8.56, 15.03
8.12, 15.05
7.59, 15.07
7.05, 15.14
6.67, 15.16
6.06, 15.08
5.40, 15.14
4.93, 15.13
4.42, 15.15
4.12, 15.15
-14.66, 15.07
-41.41, 13.94
-47.38, 11.09
-49.08, 9.26
-50.80, 8.58
-50.51, 8.26
-50.05, 8.19
-49.46, 8.02
-47.90, 7.87
-47.81, 7.86
-46.50, 7.71
-44.60, 7.57
-43.19, 7.45
-42.70, 7.44
-40.90, 7.28
-39.44, 7.24
-38.32, 7.07
-36.60, 7.01
-35.56, 6.97
-33.71, 6.92
-33.15, 6.99
-31.79, 6.86
-32.16, 6.80
-29.75, 6.66
-28.86, 6.65
-27.67, 6.68
-27.53, 6.53
-24.80, 6.46
-23.52, 6.51
-23.23, 6.49
-22.56, 6.32
-20.68, 6.28
-18.71, 6.26
-18.81, 6.26
-18.28, 6.16
-16.18, 6.09
-15.55, 6.09
-15.18, 6.09
-14.01, 5.99
-13.17, 5.94
-12.51, 5.92
-12.03, 5.94
-10.87, 5.92
-10.58, 5.76
-9.39, 5.76
-8.74, 5.82
-7.93, 5.76
-7.49, 5.72
-6.34, 5.77
-5.70, 5.69
-5.11, 5.69
-4.76, 5.69
-4.17, 5.67
-3.57, 5.59
-3.15, 5.67
-2.46, 5.65
-1.74, 5.67
-1.05, 5.69
-0.66, 5.67
-0.18, 5.67
0.07, 5.67
0.17, 5.67
0.30, 5.67
0.38, 5.67
0.35, 5.67
0.34, 5.67
0.37, 5.69
0.37, 5.67
0.37, 5.67
0.38, 5.75
0.36, 5.73
0.38, 5.67
0.31, 5.67
0.36, 5.73
0.35, 5.76
0.33, 5.77
0.35, 5.76
0.34, 5.70
0.35, 5.76
0.33, 5.76
0.30, 5.76
0.36, 5.76
0.35, 5.76
0.35, 5.76
0.28, 5.77
0.24, 5.82
0.33, 5.76
0.31, 5.76
0.30, 5.76
0.24, 5.85
0.27, 5.76
0.26, 5.83
0.22, 5.76
0.25, 5.85
0.26, 5.77
0.28, 5.77
0.22, 5.76
0.23, 5.82
0.26, 5.84
0.23, 5.82
0.23, 5.78
0.26, 5.76
0.21, 5.83
0.23, 5.86
0.18, 5.84
0.23, 5.77
0.24, 5.82
0.20, 5.86
0.17, 5.84
0.19, 5.79
0.21, 5.82
0.21, 5.83
0.16, 5.84
0.11, 5.85
0.17, 5.90
0.15, 5.85
0.13, 5.84
0.17, 5.86
0.14, 5.84
BE
BS, S:26,
0.18, 5.90
36.96, 6.73
37.07, 8.47
36.44, 10.00
36.27, 9.90
36.10, 10.17
35.57, 10.06
34.45, 10.30
34.00, 10.33
33.86, 10.43
32.93, 10.56
32.72, 10.67
31.81, 11.01
31.56, 10.97
30.88, 11.18
30.58, 11.24
29.83, 11.54
28.95, 11.58
28.95, 11.84
28.56, 11.88
28.23, 11.98
27.68, 12.07
27.37, 12.31
26.31, 12.37
25.97, 12.45
25.63, 12.56
24.80, 12.67
24.62, 12.77
24.54, 12.91
23.69, 13.02
23.44, 13.11
22.79, 13.22
21.69, 13.33
21.68, 13.47
20.84, 13.49
20.54, 13.53
20.43, 13.74
19.83, 13.79
19.01, 13.86
18.43, 13.90
17.95, 13.97
17.54, 14.11
17.01, 14.18
16.62, 14.23
16.01, 14.25
15.42, 14.36
14.99, 14.44
14.38, 14.49
14.15, 14.57
13.60, 14.56
13.07, 14.75
12.68, 14.67
12.03, 14.71
11.48, 14.82
10.99, 14.82
10.51, 14.95
9.84, 14.92
9.57, 14.94
8.99, 14.95
8.51, 14.97
7.91, 15.04
7.45, 15.07
7.20, 15.08
6.52, 15.17
6.02, 15.11
5.50, 15.12
5.02, 15.13
4.72, 15.14
4.01, 15.20
-15.76, 15.11
-40.25, 13.99
-48.01, 11.10
-49.63, 9.22
-49.94, 8.59
-50.40, 8.24
-50.22, 8.18
-49.89, 8.01
-48.15, 7.86
-47.01, 7.81
-45.16, 7.68
-45.19, 7.60
-43.06, 7.44
-42.82, 7.43
-41.46, 7.26
-41.25, 7.22
-38.21, 7.05
-36.88, 7.01
-35.22, 7.04
-35.26, 7.03
-33.17, 6.83
-32.10, 6.80
-30.45, 6.76
-30.14, 6.67
-28.48, 6.69
-28.00, 6.61
-26.39, 6.51
-24.96, 6.53
-23.58, 6.43
-23.03, 6.38
-21.68, 6.31
-20.42, 6.29
-19.11, 6.25
-18.63, 6.26
-17.54, 6.21
-17.33, 6.15
-15.80, 6.02
-14.92, 6.08
-14.35, 6.00
-13.81, 5.92
-12.21, 5.88
-11.65, 5.87
-10.77, 5.86
-10.73, 5.77
-9.38, 5.76
-8.47, 5.74
-7.95, 5.76
-7.56, 5.79
-6.47, 5.70
-5.87, 5.73
-5.08, 5.68
-4.88, 5.69
-4.38, 5.67
-3.81, 5.61
-3.17, 5.59
-2.41, 5.71
-1.73, 5.67
-1.25, 5.67
-0.71, 5.70
-0.19, 5.67
0.09, 5.67
0.19, 5.73
0.22, 5.68
0.36, 5.67
0.36, 5.67
0.33, 5.67
0.41, 5.73
0.40, 5.69
0.41, 5.67
0.37, 5.67
0.40, 5.68
0.40, 5.75
0.38, 5.70
0.39, 5.67
0.42, 5.73
0.39, 5.75
0.40, 5.76
0.37, 5.76
0.35, 5.70
0.35, 5.75
0.34, 5.81
0.28, 5.76
0.31, 5.76
0.34, 5.75
0.25, 5.76
0.30, 5.77
0.24, 5.76
0.30, 5.76
0.29, 5.76
0.28, 5.76
0.24, 5.83
0.29, 5.76
0.28, 5.81
0.27, 5.76
0.25, 5.77
0.25, 5.79
0.25, 5.76
0.27, 5.76
0.18, 5.76
0.25, 5.84
0.18, 5.85
0.26, 5.77
0.22, 5.76
0.26, 5.91
0.16, 5.84
0.20, 5.85
0.21, 5.76
0.17, 5.76
0.15, 5.84
0.19, 5.84
0.18, 5.78
0.15, 5.77
0.15, 5.76
0.13, 5.90
0.12, 5.84
0.14, 5.84
0.13, 5.82
0.09, 5.89
0.12, 5.84
BE
BS, S:27,
0.10, 5.84
37.17, 6.70
37.12, 8.46
36.90, 10.06
36.11, 9.94
35.97, 10.19
35.39, 10.11
34.90, 10.33
34.34, 10.29
34.38, 10.39
33.73, 10.67
32.58, 10.72
32.26, 11.02
31.76, 11.09
31.53, 11.24
30.55, 11.28
30.42, 11.48
30.23, 11.61
29.37, 11.79
28.96, 11.85
28.10, 11.97
27.72, 12.14
27.19, 12.18
26.69, 12.36
26.22, 12.50
25.59, 12.59
25.72, 12.77
24.44, 12.89
24.00, 12.93
23.96, 13.05
23.12, 13.12
22.49, 13.26
22.32, 13.33
21.63, 13.41
21.37, 13.60
20.38, 13.60
20.31, 13.73
19.91, 13.73
19.25, 13.93
19.01, 13.91
18.11, 13.99
17.60, 14.11
17.29, 14.15
16.60, 14.25
16.06, 14.28
15.65, 14.42
15.24, 14.43
14.57, 14.59
13.64, 14.61
13.56, 14.59
13.32, 14.68
12.46, 14.68
11.95, 14.79
11.72, 14.81
11.09, 14.82
10.56, 14.90
10.16, 14.92
9.72, 15.00
8.95, 15.04
8.39, 15.03
8.06, 15.06
7.61, 15.13
6.99, 15.15
6.62, 15.18
6.02, 15.11
5.52, 15.20
5.12, 15.19
4.57, 15.24
4.10, 15.16
-15.17, 15.09
-42.29, 13.93
-48.28, 11.10
-48.89, 9.22
-49.70, 8.55
-50.47, 8.28
-51.18, 8.19
-49.52, 8.02
-48.66, 7.94
-46.36, 7.80
-45.63, 7.69
-43.83, 7.65
-43.37, 7.53
-42.39, 7.42
-41.29, 7.22
-39.13, 7.10
-38.54, 7.06
-37.55, 7.03
-35.16, 6.96
-33.97, 6.93
-33.04, 6.85
-32.28, 6.80
-30.35, 6.76
-29.94, 6.74
-28.56, 6.64
-26.92, 6.67
-26.17, 6.52
-25.52, 6.47
-24.06, 6.44
-22.57, 6.34
-21.47, 6.30
-20.75, 6.26
-20.16, 6.28
-18.27, 6.26
-17.58, 6.14
-17.23, 6.10
-16.69, 6.04
-14.88, 6.01
-14.40, 6.00
-13.35, 5.92
-12.49, 5.88
-11.56, 5.86
-11.00, 5.84
-10.72, 5.78
-9.62, 5.76
-8.39, 5.76
-8.23, 5.76
-7.67, 5.74
-6.53, 5.70
-5.54, 5.70
-4.92, 5.69
-4.77, 5.68
-4.15, 5.67
-3.61, 5.65
-3.07, 5.61
-2.17, 5.67
-1.62, 5.67
-1.16, 5.70
-0.45, 5.65
-0.09, 5.67
0.18, 5.67
0.23, 5.67
0.33, 5.67
0.35, 5.67
0.36, 5.73
0.35, 5.69
0.36, 5.69
0.35, 5.67
0.38, 5.69
0.37, 5.68
0.32, 5.75
0.40, 5.70
0.39, 5.76
0.42, 5.73
0.38, 5.75
0.39, 5.76
0.35, 5.83
0.40, 5.76
0.36, 5.76
0.40, 5.76
0.34, 5.76
0.36, 5.76
0.35, 5.76
0.33, 5.76
0.26, 5.77
0.31, 5.80
0.30, 5.76
0.29, 5.76
0.35, 5.76
0.29, 5.83
0.28, 5.78
0.25, 5.76
0.31, 5.76
0.29, 5.76
0.28, 5.83
0.22, 5.85
0.20, 5.82
0.26, 5.76
0.20, 5.76
0.21, 5.83
0.21, 5.84
0.17, 5.84
0.17, 5.77
0.16, 5.83
0.21, 5.84
0.22, 5.86
0.17, 5.85
0.15, 5.82
0.17, 5.82
0.18, 5.84
0.17, 5.84
0.18, 5.84
0.18, 5.85
0.16, 5.84
0.15, 5.84
0.14, 5.84
0.14, 5.84
0.13, 5.83
0.12, 5.84
BE
BS, S:28,
0.15, 5.84
38.40, 6.68
37.09, 8.50
36.11, 10.12
36.15, 9.96
34.95, 10.22
35.24, 10.10
34.79, 10.28
34.36, 10.33
33.41, 10.34
33.10, 10.65
33.30, 10.62
32.32, 10.96
31.75, 11.04
31.06, 11.19
30.91, 11.29
29.89, 11.48
29.63, 11.60
29.32, 11.81
28.71, 11.85
27.97, 12.02
27.65, 12.19
27.21, 12.24
26.85, 12.41
25.63, 12.39
25.38, 12.65
24.91, 12.65
24.79, 12.84
23.92, 12.87
23.24, 12.98
23.01, 13.18
22.64, 13.22
22.30, 13.37
21.88, 13.42
21.23, 13.53
20.62, 13.56
20.47, 13.72
19.26, 13.74
18.94, 13.87
18.35, 13.96
18.22, 14.04
17.57, 14.04
17.10, 14.16
16.56, 14.25
15.90, 14.28
15.46, 14.50
15.19, 14.44
14.56, 14.48
14.37, 14.62
13.57, 14.57
12.90, 14.63
12.53, 14.73
12.10, 14.71
11.64, 14.86
11.00, 14.82
10.46, 14.95
10.05, 14.92
9.57, 14.99
9.07, 15.04
8.62, 15.04
8.11, 15.04
7.52, 15.08
6.99, 15.09
6.51, 15.18
5.97, 15.11
5.52, 15.12
5.03, 15.13
4.53, 15.22
3.97, 15.16
-14.97, 15.09
-41.46, 13.92
-47.86, 11.07
-50.39, 9.25
-50.60, 8.58
-51.52, 8.26
-50.36, 8.24
-49.24, 8.05
-47.36, 7.84
-46.54, 7.82
-45.59, 7.71
-43.88, 7.55
-42.56, 7.44
-42.65, 7.50
-41.67, 7.23
-38.84, 7.22
-38.20, 7.09
-36.92, 7.02
-35.18, 6.97
-33.82, 6.93
-32.76, 6.90
-32.21, 6.88
-30.44, 6.76
-29.82, 6.67
-28.31, 6.70
-27.82, 6.61
-26.21, 6.51
-24.97, 6.53
-23.96, 6.44
-22.18, 6.34
-21.37, 6.36
-20.66, 6.30
-20.35, 6.28
-18.37, 6.24
-17.84, 6.15
-16.49, 6.12
-16.05, 6.03
-14.85, 6.01
-14.69, 6.00
-13.41, 5.92
-12.38, 5.88
-11.51, 5.93
-11.19, 5.86
-11.07, 5.77
-9.91, 5.76
-8.29, 5.77
-7.80, 5.86
-6.99, 5.71
-6.04, 5.71
-5.85, 5.69
-5.33, 5.70
-4.41, 5.67
-4.06, 5.66
-3.44, 5.65
-3.03, 5.66
-2.26, 5.67
-1.63, 5.73
-1.09, 5.69
-0.48, 5.71
-0.12, 5.67
0.20, 5.75
0.31, 5.67
0.42, 5.67
0.42, 5.69
0.42, 5.67
0.37, 5.69
0.36, 5.67
0.39, 5.67
0.39, 5.73
0.35, 5.78
0.37, 5.81
0.37, 5.67
0.40, 5.76
0.39, 5.75
0.36, 5.82
0.34, 5.77
0.36, 5.70
0.33, 5.73
0.36, 5.81
0.32, 5.76
0.33, 5.76
0.28, 5.77
0.31, 5.76
0.32, 5.76
0.25, 5.82
0.31, 5.81
0.31, 5.76
0.23, 5.82
0.27, 5.82
0.25, 5.76
0.28, 5.76
0.25, 5.76
0.27, 5.76
0.19, 5.83
0.27, 5.79
0.23, 5.76
0.24, 5.76
0.26, 5.84
0.17, 5.83
0.21, 5.82
0.22, 5.76
0.25, 5.81
0.19, 5.84
0.20, 5.90
0.20, 5.78
0.21, 5.78
0.20, 5.84
0.15, 5.84
0.21, 5.84
0.17, 5.88
0.23, 5.86
0.15, 5.84
0.16, 5.84
0.12, 5.84
0.17, 5.90
0.18, 5.84
0.14, 5.86
0.16, 5.84
0.17, 5.84
BE
BS, S:29,
0.12, 5.84
36.72, 6.70
36.76, 8.49
37.01, 10.07
36.39, 9.94
35.90, 10.28
34.91, 10.14
34.95, 10.32
33.59, 10.32
33.28, 10.39
32.51, 10.56
32.31, 10.73
32.41, 10.98
31.76, 11.02
30.81, 11.21
30.64, 11.21
30.26, 11.49
29.74, 11.57
29.70, 11.68
28.55, 11.92
27.23, 11.95
26.89, 12.12
26.66, 12.19
26.85, 12.35
25.99, 12.47
25.62, 12.57
25.10, 12.72
24.39, 12.85
24.08, 12.85
23.76, 13.03
23.23, 13.12
22.66, 13.24
22.01, 13.26
21.28, 13.48
20.92, 13.54
20.52, 13.56
20.20, 13.71
19.13, 13.76
19.13, 13.87
18.64, 13.93
18.23, 14.02
17.30, 14.08
17.14, 14.13
16.50, 14.23
15.88, 14.27
15.57, 14.43
14.87, 14.36
14.77, 14.54
14.36, 14.54
13.60, 14.59
13.00, 14.72
12.56, 14.68
11.92, 14.71
11.46, 14.87
11.04, 14.84
10.50, 14.89
9.96, 14.93
9.48, 14.98
9.09, 14.95
8.65, 15.04
8.14, 14.98
7.66, 15.07
6.96, 15.08
6.37, 15.11
5.91, 15.13
5.54, 15.12
4.99, 15.13
4.51, 15.20
3.94, 15.16
-15.28, 15.09
-41.74, 13.94
-47.60, 11.07
-49.46, 9.20
-51.79, 8.56
-50.59, 8.28
-50.28, 8.21
-50.54, 8.03
-47.64, 7.86
-46.55, 7.73
-45.25, 7.68
-44.79, 7.58
-42.44, 7.47
-42.98, 7.45
-42.35, 7.27
-39.44, 7.10
-38.21, 7.13
-36.58, 7.03
-35.55, 6.97
-34.45, 6.93
-34.03, 6.85
-32.42, 6.81
-30.57, 6.76
-30.14, 6.67
-28.86, 6.64
-27.63, 6.61
-25.50, 6.53
-24.82, 6.46
-24.29, 6.45
-22.45, 6.41
-21.76, 6.31
-21.00, 6.26
-19.49, 6.26
-17.88, 6.25
-17.39, 6.15
-17.74, 6.09
-16.10, 6.03
-15.55, 6.02
-14.43, 6.00
-13.27, 5.92
-12.50, 5.88
-11.76, 5.87
-11.46, 5.87
-10.27, 5.76
-9.76, 5.76
-8.56, 5.77
-7.73, 5.76
-6.95, 5.72
-6.56, 5.70
-5.64, 5.69
-4.91, 5.70
-4.65, 5.67
-4.18, 5.68
-3.72, 5.66
-3.29, 5.59
-2.58, 5.59
-1.80, 5.67
-1.29, 5.67
-0.73, 5.67
-0.20, 5.67
0.18, 5.67
0.26, 5.68
0.32, 5.67
0.35, 5.67
0.33, 5.67
0.44, 5.67
0.36, 5.68
0.40, 5.67
0.42, 5.67
0.36, 5.67
0.39, 5.73
0.38, 5.71
0.36, 5.67
0.37, 5.67
0.43, 5.69
0.33, 5.76
0.35, 5.76
0.35, 5.76
0.33, 5.76
0.35, 5.70
0.35, 5.76
0.31, 5.78
0.26, 5.76
0.31, 5.76
0.32, 5.76
0.26, 5.82
0.32, 5.76
0.29, 5.76
0.28, 5.76
0.26, 5.76
0.30, 5.78
0.27, 5.76
0.21, 5.76
0.24, 5.78
0.30, 5.76
0.22, 5.84
0.24, 5.76
0.27, 5.76
0.22, 5.76
0.21, 5.76
0.20, 5.82
0.23, 5.90
0.18, 5.83
0.21, 5.76
0.23, 5.82
0.19, 5.90
0.22, 5.90
0.18, 5.76
0.21, 5.76
0.21, 5.85
0.12, 5.84
0.14, 5.78
0.17, 5.78
0.13, 5.83
0.13, 5.84
0.10, 5.84
0.14, 5.79
0.13, 5.77
0.11, 5.84
BE
BS, S:30,
0.17, 5.84
37.55, 6.70
37.03, 8.48
36.72, 10.03
36.19, 9.93
35.91, 10.22
35.25, 10.15
34.17, 10.37
34.90, 10.32
33.60, 10.37
32.91, 10.74
32.99, 10.69
31.15, 11.02
31.92, 11.01
31.17, 11.32
30.46, 11.28
29.90, 11.55
29.62, 11.56
28.54, 11.71
28.77, 11.86
28.34, 12.05
27.67, 12.24
27.46, 12.26
26.56, 12.40
26.00, 12.47
25.44, 12.56
25.00, 12.68
24.85, 12.84
23.83, 12.93
23.60, 13.10
22.70, 13.13
22.69, 13.30
22.46, 13.31
21.62, 13.47
21.03, 13.52
20.77, 13.61
19.64, 13.67
19.92, 13.81
19.00, 13.85
18.52, 14.00
18.09, 13.96
17.58, 14.12
17.07, 14.19
16.67, 14.25
16.17, 14.32
15.61, 14.42
15.23, 14.44
14.24, 14.48
14.11, 14.61
13.65, 14.59
13.00, 14.72
12.52, 14.70
12.13, 14.78
11.56, 14.84
11.07, 14.95
10.53, 14.91
10.00, 14.93
9.46, 14.94
9.00, 15.01
8.63, 15.08
7.92, 15.12
7.32, 15.13
6.92, 15.11
6.64, 15.15
6.05, 15.17
5.54, 15.25
4.99, 15.13
4.58, 15.14
4.02, 15.17
-16.18, 15.11
-42.65, 13.96
-47.60, 11.09
-48.86, 9.22
-52.26, 8.59
-50.86, 8.26
-49.91, 8.16
-49.34, 8.02
-47.53, 7.87
-46.63, 7.86
-45.70, 7.70
-45.17, 7.61
-42.44, 7.46
-42.71, 7.43
-42.36, 7.34
-39.40, 7.12
-38.22, 7.12
-37.47, 7.03
-35.48, 6.99
-33.24, 6.95
-32.77, 6.90
-32.58, 6.81
-30.84, 6.77
-30.18, 6.67
-28.51, 6.70
-26.88, 6.59
-25.91, 6.59
-25.39, 6.54
-24.39, 6.45
-22.16, 6.44
-21.87, 6.32
-21.02, 6.28
-19.84, 6.26
-18.47, 6.24
-18.08, 6.15
-16.67, 6.04
-15.88, 6.02
-15.17, 6.01
-14.76, 6.00
-13.53, 5.92
-12.52, 5.96
-12.12, 5.87
-10.88, 5.85
-10.42, 5.76
-9.58, 5.78
-8.78, 5.75
-7.66, 5.76
-7.14, 5.77
-6.84, 5.71
-5.82, 5.67
-5.26, 5.67
-4.45, 5.67
-3.95, 5.67
-3.54, 5.61
-2.95, 5.61
-2.22, 5.65
-1.60, 5.67
-1.12, 5.67
-0.68, 5.67
-0.19, 5.67
0.18, 5.67
0.32, 5.67
0.35, 5.67
0.34, 5.67
0.38, 5.67
0.34, 5.69
0.38, 5.67
0.36, 5.73
0.37, 5.73
0.37, 5.67
0.36, 5.67
0.37, 5.69
0.35, 5.70
0.37, 5.75
0.33, 5.70
0.35, 5.75
0.34, 5.76
0.35, 5.83
0.34, 5.81
0.35, 5.76
0.31, 5.77
0.38, 5.76
0.29, 5.76
0.33, 5.76
0.30, 5.78
0.24, 5.76
0.27, 5.76
0.25, 5.76
0.30, 5.76
0.29, 5.78
0.20, 5.76
0.24, 5.76
0.25, 5.76
0.32, 5.77
0.23, 5.87
0.25, 5.78
0.23, 5.76
0.21, 5.76
0.22, 5.76
0.20, 5.82
0.20, 5.84
0.21, 5.76
0.20, 5.76
0.24, 5.76
0.16, 5.84
0.15, 5.84
